area_sqft,bedrooms,bathrooms,floors,age,garage,garden,near_school,location_score,price
1478,6,2,3,35,0,1,1,7,1001954
5117,4,4,3,0,1,1,1,2,1450503
740,2,1,2,18,1,1,1,8,600371
5532,1,5,1,10,0,1,1,4,1321537
1360,5,4,3,8,1,1,1,5,947756
4176,1,1,1,1,0,0,1,1,924432
5431,3,2,1,7,0,0,1,5,1341428
4332,4,4,2,9,1,1,0,1,1324617
2050,6,5,3,0,1,1,0,4,1100186
3420,4,2,3,4,1,0,1,4,1074233
5680,5,1,1,32,1,0,0,6,1488459
2451,1,2,3,14,1,0,1,2,647465
2470,2,5,2,13,0,1,0,3,830231
4080,2,5,2,4,1,0,0,5,1222849
5450,6,5,3,3,0,0,1,2,1707472
3199,4,1,2,6,1,0,0,8,1143357
1722,2,1,3,31,0,1,0,2,651449
5604,3,5,2,25,1,1,1,1,1461743
2971,3,2,2,1,0,1,1,3,905628
3983,4,4,2,2,0,1,0,6,1324324
2045,6,3,2,23,0,0,1,3,947497
2630,6,3,1,35,1,1,0,7,1153205
3474,4,2,2,10,0,1,0,1,960972
430,4,4,1,37,0,0,0,5,564114
1040,4,4,1,35,1,1,1,3,680777
2747,4,3,1,7,0,1,0,6,999776
5248,1,3,3,32,0,1,1,2,1154920
2394,5,3,1,34,0,0,0,4,932606
2481,5,3,2,32,1,0,1,4,1005884
1771,6,3,2,29,1,0,1,7,1022219
2049,4,5,3,13,1,1,0,9,1219675
2718,1,4,3,35,1,1,1,3,848809
3657,2,5,1,24,0,0,1,2,947462
2335,3,1,3,16,1,0,0,5,814186
4430,5,5,3,26,1,0,1,7,1542134
730,3,5,2,39,0,1,0,1,517872
4488,1,5,1,28,1,1,1,6,1227714
2396,5,2,1,20,1,0,1,9,1053735
5248,3,1,2,28,1,0,1,9,1533106
801,3,3,3,23,0,1,0,4,652626
3342,5,2,2,13,0,1,0,2,1044852
422,4,5,3,5,1,1,0,4,698973
5114,2,1,3,23,0,1,0,3,1210212
635,6,4,3,36,1,0,1,3,818215
2930,6,2,3,14,1,0,1,2,1121760
4477,4,2,3,27,1,0,0,5,1344476
2517,1,3,2,17,1,0,0,9,981159
1007,4,2,3,39,0,1,1,6,732070
2497,3,1,2,6,0,1,1,1,785310
5208,1,4,2,25,0,1,1,6,1288662
1619,6,5,1,18,1,1,1,5,962513
4485,6,3,1,11,0,0,0,8,1524169
1656,4,5,2,3,1,0,1,3,834794
4631,1,2,3,35,0,1,1,6,1233831
501,5,3,1,35,1,0,0,7,685671
4666,6,4,2,8,1,1,0,9,1653081
1523,4,5,3,18,1,1,0,6,963302
5986,5,2,1,33,1,1,0,2,1515276
1017,6,3,1,20,0,0,0,3,660257
2086,2,2,2,2,0,0,1,1,715508
1078,3,1,3,2,0,0,0,2,464724
3935,6,5,3,1,0,1,1,1,1348277
3428,1,2,2,11,0,0,0,3,804609
1027,4,2,2,37,0,0,1,5,604743
3126,4,3,1,30,1,1,1,5,1020820
2239,2,1,2,9,0,1,0,5,801328
3693,1,3,3,8,1,1,1,7,1213831
1916,6,2,2,34,0,0,0,7,1025179
4792,5,5,2,17,1,1,1,7,1655339
3203,5,4,1,32,1,0,1,5,1120770
5595,3,2,3,4,1,1,1,4,1434467
3621,3,4,3,38,0,0,0,5,1133534
2900,4,1,2,10,1,0,0,6,1109981
5007,4,1,3,24,1,0,1,4,1440720
4483,6,1,3,0,0,1,1,8,1478300
4608,1,2,1,11,0,0,1,4,1156325
5801,6,4,2,21,1,1,0,4,1797868
3632,6,2,1,38,1,0,1,6,1259854
1880,3,4,1,17,1,1,1,3,815189
1315,1,2,2,27,1,0,1,8,695257
5752,4,5,3,9,0,1,0,3,1593030
560,3,1,3,17,1,1,1,9,614341
4662,3,3,2,20,0,0,1,6,1308149
2162,2,1,2,13,0,0,0,8,847731
1131,3,4,1,8,1,1,1,3,604698
3100,1,4,2,2,0,0,1,1,816782
5128,2,2,1,30,0,1,1,2,1114408
2431,6,4,3,31,0,0,0,1,961199
3162,3,2,2,31,0,1,0,9,1090281
5780,1,1,3,8,0,0,0,3,1342698
2465,2,4,1,37,1,1,0,9,972920
5316,3,4,3,3,1,1,1,1,1434757
3340,3,1,1,18,0,1,0,1,850739
3784,2,1,2,39,0,0,0,9,1112519
1308,6,4,1,27,0,1,1,9,1073240
1265,4,2,2,20,0,1,1,5,765311
422,6,4,1,25,0,0,0,5,766272
1841,4,4,1,33,1,0,0,6,929795
2891,4,2,2,22,1,1,0,6,1008184
544,3,3,2,36,1,0,1,8,639218
529,6,1,2,8,0,1,1,7,691707
835,5,1,3,3,1,1,0,4,691406
4664,2,1,3,27,1,1,1,2,1087197
796,4,2,1,18,1,0,0,1,580830
4195,3,4,3,8,0,0,0,1,1139203
1234,3,3,1,18,0,1,1,8,839127
1173,4,3,1,11,1,0,1,8,904530
5972,6,3,2,33,1,1,0,7,1717437
1275,6,2,1,8,0,0,0,1,741639
2032,3,1,3,38,1,0,1,7,926022
3215,3,1,2,26,1,0,0,9,1088324
4575,4,3,1,36,0,1,0,7,1415059
3641,6,4,1,18,0,1,0,8,1370591
4845,1,2,3,8,1,1,0,1,1201035
4723,3,5,3,21,0,0,0,9,1522965
4630,5,3,1,30,0,1,0,7,1409184
5564,6,2,3,36,0,1,1,1,1578959
5919,3,4,2,8,0,0,0,2,1492629
2039,5,1,2,2,1,0,0,3,856506
2119,3,3,3,1,0,1,1,6,889973
2907,1,5,3,18,1,0,0,9,1065255
4633,2,5,1,15,0,1,0,2,1180173
640,6,3,1,16,0,0,0,3,655839
3204,5,5,1,15,0,1,0,1,1132109
4458,1,5,3,9,0,1,0,8,1385834
2663,3,1,2,0,0,0,1,5,954565
3977,4,5,3,6,1,1,0,7,1520674
3249,1,5,2,24,0,0,0,2,847392
5176,5,4,1,12,0,0,1,8,1655347
5329,2,3,3,14,0,1,1,3,1346816
3768,2,3,1,23,0,1,0,5,1075684
767,5,1,1,16,0,1,1,8,741148
1139,4,2,1,17,1,1,0,4,700769
1420,4,1,1,6,0,1,0,9,862293
4372,4,1,1,33,1,1,1,6,1265196
2715,3,3,2,35,0,0,0,8,977946
4200,5,2,3,6,1,0,0,4,1293774
2078,2,1,1,3,0,1,1,9,839640
1086,4,1,3,31,1,0,1,2,585577
3621,4,1,3,17,1,1,0,6,1136591
1335,6,4,3,25,0,0,0,8,978305
4893,4,1,1,5,1,0,1,6,1332409
1608,2,2,1,10,0,0,1,4,556302
4332,2,1,3,21,0,1,1,3,1123989
3863,5,3,3,13,1,0,1,2,1236534
702,5,4,3,19,0,1,1,3,684177
2146,2,4,3,5,0,1,1,9,1051941
4715,5,4,3,6,0,1,0,2,1448359
2815,1,2,1,23,0,0,1,5,838364
4546,3,4,1,23,1,1,0,7,1314415
2000,1,4,1,27,1,1,0,4,667640
5732,2,5,2,15,0,0,1,8,1645541
2888,1,2,2,2,0,1,0,3,794517
990,3,1,3,4,1,0,1,3,596045
1191,2,4,1,13,1,1,1,6,634159
906,1,3,3,10,0,0,0,2,420552
2839,6,4,2,6,1,0,1,4,1178533
5720,4,5,1,6,1,1,1,3,1625814
5310,2,4,2,10,1,1,0,9,1490629
3703,4,2,1,25,0,1,1,1,979085
1908,6,5,1,15,0,0,0,1,919401
933,6,1,3,26,1,0,1,7,770618
1213,5,3,3,31,1,1,0,2,773591
5866,6,1,1,8,0,0,1,7,1712588
1370,4,3,3,26,0,1,1,7,847591
449,5,5,1,16,1,0,1,8,865382
4547,4,3,1,21,0,0,0,4,1307700
4512,3,4,3,10,0,1,1,8,1394915
4798,1,3,3,36,0,1,0,6,1246991
2025,3,2,2,8,1,0,1,4,879969
4835,6,3,3,19,1,1,1,6,1593956
2875,3,5,1,1,1,1,0,4,1106309
827,1,3,3,30,1,0,0,4,549042
3426,6,5,1,35,0,1,0,4,1322230
4357,3,4,2,36,1,1,0,3,1294910
2038,5,5,3,24,1,1,1,7,1075413
2241,3,5,3,38,1,1,0,7,1084306
899,2,5,2,21,0,0,1,5,697765
2250,4,2,1,13,1,1,0,5,940025
1550,5,4,2,33,0,1,0,3,764413
1977,5,4,2,17,0,1,1,4,940196
3354,5,3,2,8,1,0,0,2,1178988
3675,1,3,3,38,0,0,1,1,889810
1845,6,1,1,14,0,0,1,6,900256
4206,3,4,2,5,1,0,1,4,1252351
1722,1,3,2,10,1,1,1,4,747983
528,5,1,2,1,0,0,0,4,613897
5303,1,5,3,9,0,1,1,6,1460490
1479,6,2,1,2,1,0,1,4,941033
1259,6,4,3,14,1,0,1,4,1005699
465,1,5,1,22,0,1,1,5,466861
891,2,1,2,22,1,0,0,5,528407
3474,1,4,3,39,0,0,0,7,1121443
5800,4,1,3,27,0,1,1,8,1594463
5884,4,4,1,37,0,0,1,6,1636676
3594,2,4,1,24,1,1,1,7,1091393
2108,2,2,2,9,1,0,1,2,718378
1409,5,4,2,34,0,1,1,9,927232
460,5,1,2,37,0,0,1,8,696264
3303,5,2,1,3,1,0,1,7,1297654
5672,6,3,3,10,0,1,1,5,1673251
3022,6,5,1,35,1,0,0,6,1207134
4339,3,3,3,14,1,0,0,5,1346864
4579,6,2,1,24,0,1,1,4,1394291
3379,2,4,2,19,0,0,0,5,1122102
3540,6,1,3,17,0,0,1,1,1126061
2181,2,4,3,20,0,0,0,2,793449
5407,2,3,3,16,1,1,1,8,1465753
2216,3,4,2,31,1,0,1,8,1048472
455,6,1,2,36,0,1,1,8,794843
1960,3,4,3,15,1,1,1,7,1050756
3153,1,1,1,12,1,0,0,3,719264
5673,5,1,1,25,0,0,1,9,1703297
4616,3,2,1,18,1,0,0,6,1273542
5026,2,3,2,9,1,1,0,8,1364645
787,2,2,1,37,1,0,1,1,438600
3205,5,4,3,34,1,1,1,9,1343190
4599,4,4,3,6,1,0,1,2,1374090
1291,5,4,2,22,0,0,0,7,940549
435,3,5,3,31,1,0,1,3,654613
3147,5,4,3,11,1,1,1,2,1224080
3964,3,4,2,3,1,1,0,3,1137569
4640,6,3,1,11,0,1,1,7,1602098
5704,6,4,1,26,0,0,1,5,1675633
812,1,3,3,20,1,1,1,6,659346
2285,3,3,2,19,0,1,1,4,790924
4899,1,2,1,35,0,1,0,6,1139726
5339,5,3,3,39,1,0,1,3,1448176
5850,2,5,3,27,0,0,0,8,1596758
997,4,1,1,33,1,0,0,2,546529
4059,6,2,1,37,1,0,1,9,1460352
2274,5,3,3,28,0,1,0,9,1207063
3243,5,2,1,24,0,0,1,9,1213171
875,1,2,3,38,1,0,0,9,605646
783,4,3,2,7,1,1,0,4,632403
5469,4,4,2,11,0,1,1,2,1453511
3827,3,5,1,24,1,1,0,8,1309552
922,3,2,2,30,0,1,0,6,627970
4044,5,5,1,10,1,0,0,4,1366549
5932,2,1,2,32,0,1,0,3,1358283
450,4,4,1,17,0,1,1,2,520330
1257,6,3,2,18,0,1,0,2,796730
4912,3,1,1,19,1,1,0,6,1342476
5346,4,4,2,3,0,0,1,3,1566185
1625,3,3,3,1,1,1,0,9,1029242
4540,4,1,3,6,0,1,1,2,1250042
5644,4,4,2,12,1,0,0,6,1628654
3694,3,1,1,17,0,1,1,2,930166
5102,6,2,1,14,0,0,1,6,1567549
5990,5,2,3,26,1,0,0,6,1718571
3886,4,3,1,7,1,0,1,8,1316190
1340,3,5,1,12,0,1,0,9,828721
5421,2,3,1,12,0,1,1,2,1270347
2679,6,2,1,34,1,0,1,8,1178734
3498,3,3,3,26,1,1,0,1,1029643
1412,5,1,2,24,0,1,1,3,681731
5200,2,2,1,20,0,0,1,2,1169869
4900,6,4,3,30,0,0,1,8,1736962
2213,2,1,3,19,0,1,0,3,774910
1250,5,5,1,7,0,1,0,1,841314
501,1,2,2,37,1,1,0,5,468619
3850,4,3,3,15,1,0,0,8,1371393
4907,6,5,3,28,1,0,1,1,1518291
4500,5,5,2,4,0,0,0,5,1531885
4223,6,2,2,9,0,0,1,9,1447201
1453,3,3,2,31,0,0,0,5,763997
4656,2,1,1,23,1,0,1,3,1187474
507,3,2,3,16,1,0,0,4,589084
5990,4,1,3,13,0,1,0,5,1553032
2664,3,4,2,24,1,1,0,2,892720
1959,5,3,1,8,0,1,1,4,935461
3899,1,4,2,27,1,1,0,8,1220162
5047,1,5,2,1,1,1,1,7,1459719
3469,2,2,1,20,1,1,1,2,914739
2806,4,3,3,0,1,1,1,2,1081979
1720,6,2,1,27,0,1,0,5,928043
5890,2,1,3,5,0,0,1,1,1291309
4345,2,5,1,0,1,1,0,3,1304497
5480,6,4,3,3,0,1,1,5,1778199
2945,6,2,2,39,0,0,1,6,1111890
4528,6,2,1,26,0,0,0,1,1200143
5837,3,2,3,5,1,1,1,3,1569667
3768,2,5,3,5,0,0,0,4,1174750
4685,4,5,1,0,0,0,0,3,1414180
3177,1,5,1,24,0,1,1,8,1145837
4592,2,5,3,29,1,1,0,7,1392309
3571,1,5,3,12,0,0,0,8,1207795
3389,2,3,3,20,1,1,0,5,1118163
2684,3,3,3,5,0,0,0,5,981002
3092,3,2,3,38,0,0,0,4,921851
3633,2,4,1,25,0,1,0,8,1132317
1628,3,3,2,18,1,1,1,4,717152
880,4,5,1,32,1,0,1,9,894964
3138,3,5,2,5,0,1,0,7,1245372
3281,4,2,1,25,0,1,0,7,1103122
2331,2,4,3,36,1,0,0,3,893867
1145,5,2,1,10,1,0,0,3,625330
5337,4,4,3,39,1,0,0,1,1377031
4173,3,4,3,4,0,0,0,4,1186252
1502,2,3,2,13,1,0,0,2,679154
5174,1,1,1,33,1,1,0,4,1115754
1897,1,3,1,30,1,0,0,3,652917
470,4,5,1,39,0,0,1,3,657348
756,4,3,2,15,0,1,0,5,754859
3467,4,5,2,33,1,1,0,6,1307144
3626,2,5,3,39,0,1,0,5,1191560
3628,6,4,3,4,0,1,1,1,1302797
823,3,5,3,7,1,1,1,9,812855
970,5,1,3,28,1,1,1,4,671294
1449,4,3,3,34,0,1,0,2,777332
3998,2,1,1,2,0,0,1,7,1087659
4661,3,4,2,17,0,1,1,3,1308631
741,6,2,2,16,0,1,0,2,638390
3424,5,4,3,1,1,0,0,6,1367448
826,4,3,2,33,0,0,0,7,724963
4672,5,1,1,4,1,1,1,4,1342880
1157,5,4,2,12,1,0,0,6,954371
1502,6,1,1,36,1,0,0,9,973581
4847,2,1,1,2,1,0,0,5,1212288
1203,2,1,3,5,0,0,0,2,435305
2437,3,2,3,33,1,1,0,9,1008590
770,3,1,3,35,0,1,1,5,590115
3317,5,4,3,3,0,0,0,4,1257694
2800,2,5,2,3,0,0,1,6,1085902
2215,5,3,2,26,1,0,0,2,836823
483,4,5,2,25,0,1,1,6,654682
637,2,5,2,20,1,1,1,6,729346
3174,3,1,2,24,0,0,0,5,889600
2633,1,5,1,33,0,1,1,6,877760
4757,4,1,3,17,0,1,0,8,1421997
3686,5,2,1,33,0,1,1,4,1158436
4366,3,3,1,29,1,0,1,3,1200675
1921,5,1,3,34,0,0,0,9,991821
3806,3,5,3,30,1,0,1,7,1370994
4330,6,5,3,1,0,1,1,4,1573779
4903,2,5,2,13,0,1,1,3,1309251
5379,6,2,1,12,1,0,0,5,1583233
3024,5,1,1,27,1,1,1,7,1155202
2044,5,3,3,23,0,1,1,3,872122
2822,5,5,1,9,1,1,0,8,1194624
2634,2,5,3,12,0,0,0,6,1058971
4317,1,2,1,7,1,1,0,3,1028913
4997,6,2,1,31,0,0,1,9,1532433
3343,5,1,1,4,0,0,0,3,968898
2672,2,5,3,11,0,1,0,9,1054888
2428,3,2,1,19,0,0,0,4,837324
3554,1,4,1,17,0,0,1,6,975326
2880,1,2,3,29,0,1,1,9,983875
3084,3,1,3,7,1,0,1,9,1137845
5883,1,4,3,13,1,1,0,1,1428277
2278,6,2,2,3,0,0,0,9,1162143
5168,6,2,3,3,0,1,0,9,1783819
3709,1,2,2,39,0,1,1,4,882448
4397,1,1,1,31,1,1,1,8,1163099
2146,5,4,2,16,0,0,1,4,1013615
5069,2,3,3,13,0,0,1,8,1503175
1638,2,3,3,39,0,1,1,1,566598
2500,2,5,3,36,0,1,1,5,970248
1696,2,3,2,33,0,1,0,7,806875
4451,3,5,2,12,1,0,1,4,1407126
5437,2,2,3,28,0,1,0,5,1435528
2969,2,4,3,11,1,1,0,2,885507
2520,1,2,1,20,0,1,0,5,673844
2949,3,3,1,13,1,0,1,8,1113372
3269,4,4,3,17,1,0,0,7,1191818
4970,3,5,1,12,0,0,0,2,1394888
1857,2,2,3,14,1,1,1,4,691171
5665,1,5,3,16,1,1,0,8,1544758
3935,1,1,3,38,1,0,0,6,1106629
895,4,2,2,36,1,0,0,9,837478
1872,1,1,2,9,1,1,1,4,572111
3797,6,5,3,26,0,0,1,5,1418101
3540,4,4,1,23,1,1,0,3,1128586
4761,3,2,1,27,1,1,1,4,1228579
1651,5,5,3,18,0,1,1,2,989465
2514,5,1,1,27,0,0,0,7,1043433
756,1,5,3,25,1,0,0,3,474054
5674,1,2,1,19,1,0,1,1,1175665
4587,4,5,2,28,0,0,0,4,1361983
4331,6,4,1,18,0,1,1,4,1467662
3443,6,5,1,36,0,0,1,3,1293747
5684,4,4,3,2,1,0,0,7,1677517
411,1,5,2,29,1,1,0,8,670185
1938,3,2,1,29,1,0,0,4,675986
3861,6,2,2,21,1,1,1,9,1466456
5495,5,3,3,39,1,0,0,4,1630063
5663,6,3,1,16,0,0,0,3,1654322
1772,6,4,1,11,0,0,1,6,1069902
4986,4,4,3,7,1,1,1,8,1637862
1578,4,4,2,26,1,1,1,1,745504
4091,2,5,1,6,0,0,0,5,1210377
5513,6,3,1,13,1,1,0,2,1638440
2463,2,1,1,17,1,1,1,5,800119
4552,4,4,3,38,0,0,1,1,1230558
3896,1,5,3,32,1,0,0,4,1098649
2582,6,5,1,38,0,1,1,7,1255335
4449,4,2,1,21,0,0,0,8,1365072
2291,4,3,1,27,1,1,1,6,969816
3156,5,3,3,8,0,0,0,2,1151838
1422,4,5,1,6,0,1,1,7,978250
2095,3,4,1,37,1,1,1,3,770887
1031,2,3,2,13,0,0,1,1,500251
3064,1,2,2,30,0,1,0,8,927088
5602,6,2,1,1,0,1,1,8,1800238
667,2,4,3,4,0,1,1,8,718143
4629,6,4,2,23,0,1,0,5,1460364
5111,5,3,2,13,1,0,1,8,1600737
5383,5,1,3,8,0,1,1,3,1505105
4116,4,5,2,39,0,0,1,3,1277953
3723,3,2,2,33,0,0,0,6,1087783
5769,2,3,3,33,0,0,0,7,1518207
692,3,5,1,29,0,0,0,9,772363
2116,4,4,1,28,1,0,1,7,950126
5551,1,4,2,13,0,1,0,2,1280563
5393,3,5,2,22,0,0,1,6,1508101
3742,2,2,3,0,0,0,0,6,1064738
1702,4,3,2,32,1,1,0,3,818561
603,5,2,2,1,1,1,1,6,825636
5709,1,4,1,36,1,1,0,3,1268761
1918,2,4,2,25,0,1,0,1,622403
436,1,5,1,12,0,1,1,8,593299
2514,6,1,1,39,0,1,0,2,893396
2399,2,2,2,28,0,0,1,3,800100
723,2,1,3,2,1,0,1,3,472350
591,3,4,2,22,1,1,1,1,491269
1676,3,4,2,29,1,0,1,3,767400
5968,5,3,1,2,0,0,1,3,1634835
4070,1,5,2,17,1,0,0,1,999815
861,2,1,2,9,1,0,0,4,542781
909,2,4,3,21,0,0,0,6,615947
1915,1,2,1,27,1,0,1,9,719461
3655,2,4,3,31,1,1,0,3,1032146
5050,3,5,3,28,1,0,0,8,1605987
2652,4,2,2,5,0,0,1,3,988316
2995,1,2,3,26,0,1,0,9,985682
3649,4,2,2,28,0,1,0,1,1090679
3863,2,1,3,26,1,1,0,9,1179426
5041,6,3,3,15,0,1,1,1,1486130
5856,5,3,3,32,1,0,1,5,1641141
1684,5,3,1,11,1,1,0,3,893257
5180,1,3,3,4,1,0,0,7,1358860
5314,4,4,3,30,0,1,1,4,1500361
1380,5,4,3,12,0,1,0,8,1020249
1218,4,3,3,9,1,1,1,5,761723
3415,2,3,1,2,1,0,0,8,1070017
2976,6,4,1,8,1,0,1,4,1200338
2980,1,4,2,5,1,0,1,1,881143
1080,3,2,1,10,1,1,0,8,781313
4336,3,5,2,3,1,0,1,3,1227066
983,3,4,1,0,0,1,1,5,687098
4576,1,4,3,38,1,0,1,5,1304155
5650,1,1,1,9,1,1,0,4,1323877
982,1,1,3,26,1,0,1,2,417984
4330,4,1,3,29,1,0,1,9,1386442
2876,6,5,1,1,0,0,1,7,1320391
4033,5,5,1,12,1,1,0,3,1283747
5890,3,4,2,35,0,0,1,9,1683250
2256,4,3,2,5,0,1,0,1,905233
2427,2,2,3,25,0,1,0,5,814614
1271,3,5,2,16,1,1,0,6,785936
1321,5,2,1,25,0,1,0,1,672016
729,4,1,3,30,0,0,1,5,627872
804,3,2,1,29,1,0,1,6,617871
1875,4,5,3,22,0,1,1,1,872017
4132,3,1,1,36,1,0,1,9,1186638
1468,2,1,1,35,1,1,1,7,615821
635,3,1,3,15,1,1,0,4,619444
5673,3,4,3,37,0,1,0,5,1607171
1057,5,3,1,6,0,0,1,1,590846
4493,3,4,1,9,0,1,0,3,1236702
1448,2,2,1,16,1,0,0,6,653050
5323,1,5,1,34,0,1,0,9,1418930
3815,2,4,2,34,1,0,1,5,1164781
4779,5,4,1,1,1,1,0,7,1637839
1541,5,4,2,29,1,0,1,8,968377
5819,2,5,2,5,0,1,1,8,1652934
4374,6,5,1,8,1,0,1,8,1570921
5738,3,2,1,27,0,1,1,2,1319847
2182,1,3,1,22,0,0,0,9,780104
3581,5,1,2,16,0,0,1,3,1142227
2078,3,2,3,1,1,1,0,5,911747
2890,6,1,3,29,1,1,0,7,1230757
4747,4,1,2,26,0,1,0,7,1351906
2114,6,4,3,5,0,0,1,6,1153894
3711,1,1,1,12,1,1,1,4,1008609
3588,6,1,2,37,0,1,1,8,1274697
943,6,3,3,17,0,1,0,8,1000368
3161,1,2,3,19,0,0,0,1,754718
5683,6,2,2,32,1,0,0,7,1675687
860,3,2,1,23,0,1,1,4,609526
1548,1,3,3,24,0,0,0,1,599000
1587,2,4,1,15,1,1,1,8,889772
4420,3,3,2,35,1,1,0,3,1202512
3900,6,2,3,32,0,0,1,3,1193026
3871,6,1,1,11,0,1,0,6,1253472
1464,2,4,3,20,1,1,1,2,702227
2615,2,2,3,38,0,0,1,2,712094
1684,5,5,1,32,1,0,0,5,963627
1120,1,1,3,23,1,0,1,6,544451
2691,3,2,2,32,1,0,1,9,980116
4480,3,4,2,35,1,1,0,7,1386156
4337,3,4,3,16,0,0,0,4,1298969
5033,5,5,3,26,1,1,1,6,1615479
971,3,2,3,20,1,1,0,6,718428
4430,3,4,1,31,0,1,0,1,1098770
1747,5,5,2,0,1,0,0,5,941027
4855,6,2,2,30,0,0,1,3,1399823
3326,1,1,2,2,1,0,0,8,958299
3620,4,5,2,25,1,0,0,7,1320337
3358,3,4,1,24,1,0,0,5,1028687
4414,4,4,1,37,0,1,1,7,1465588
5957,6,5,1,10,0,0,1,7,1800260
2244,4,5,1,1,0,0,1,4,924020
2192,2,5,1,8,1,0,1,6,920280
4448,6,3,2,34,1,0,1,6,1500431
4572,3,1,2,17,0,1,1,6,1238068
4038,6,2,2,16,0,0,0,4,1267468
4725,1,2,2,0,0,1,1,5,1217474
1471,4,4,3,33,0,1,1,9,1047490
581,4,3,1,28,1,0,1,8,737303
3656,2,3,3,9,0,1,0,8,1225421
1211,1,3,2,1,1,0,1,3,567041
3647,4,3,3,21,0,1,0,3,1135293
4560,2,3,1,10,0,0,1,5,1258793
4142,5,5,2,19,1,0,1,3,1419486
4265,4,2,3,0,1,1,0,3,1306988
2781,2,1,3,13,1,0,0,3,890812
3641,2,2,2,24,1,0,1,2,975593
1835,5,5,2,8,0,1,0,2,893875
2593,2,1,3,10,1,0,0,8,923669
893,1,4,3,25,0,1,0,5,564945
5999,2,4,2,0,0,1,1,8,1660878
2343,1,5,1,30,1,1,0,1,703113
5522,4,2,1,3,0,0,1,5,1445700
2267,4,5,1,15,0,0,1,6,992666
1502,3,3,1,20,0,0,1,8,829108
3003,2,5,1,0,0,1,1,8,1085176
3867,4,5,3,6,0,0,1,2,1191430
5365,4,3,1,38,0,1,1,3,1438805
4629,5,4,1,18,1,1,1,8,1616667
2114,6,5,2,33,0,0,1,4,1094145
1415,1,1,3,3,0,0,0,6,621294
2039,1,1,2,13,0,1,0,4,557998
5153,3,1,2,6,0,0,1,6,1376701
4982,2,2,1,31,1,1,0,2,1237128
4690,6,1,1,3,1,0,0,6,1381830
3866,3,5,1,1,1,1,0,9,1307124
1072,5,2,1,31,1,0,1,9,801010
4739,1,3,1,36,1,0,0,9,1279053
1570,1,1,2,29,1,1,1,9,721048
5039,4,2,2,21,0,0,1,8,1547062
3194,4,2,1,35,0,0,1,9,1196184
3952,1,3,3,37,0,1,1,2,1048650
542,2,5,1,3,1,1,1,1,454531
5285,5,5,1,11,0,1,0,5,1557940
3319,3,3,3,20,1,1,1,5,1195871
3905,5,4,1,12,1,1,0,7,1373445
2425,3,4,2,10,1,0,0,7,1011340
2866,5,5,3,9,1,1,0,1,1067318
1280,3,1,2,1,0,0,0,9,783122
551,3,5,3,30,0,1,1,7,721636
4532,1,4,1,29,0,1,1,9,1239605
5239,2,1,2,0,0,0,0,4,1287428
810,2,1,1,39,1,0,1,5,504128
2236,2,1,1,15,1,1,0,7,736437
462,2,2,3,11,1,1,1,9,599254
5455,4,5,3,38,1,1,0,2,1585097
4347,5,5,1,25,0,1,1,6,1428223
2427,3,4,1,16,0,0,1,7,949139
4914,3,2,1,38,1,0,0,6,1285546
439,4,3,2,21,0,1,0,8,726528
1104,4,5,3,35,1,1,0,6,893470
5992,4,2,1,28,0,0,0,5,1608968
965,4,3,3,20,1,0,0,4,748540
2138,4,5,1,28,1,1,1,9,1147135
3644,6,5,1,29,1,0,0,4,1307003
1965,5,4,3,14,0,0,0,8,1165998
2323,2,3,3,8,1,1,0,6,982325
3065,5,2,1,29,0,1,1,6,1092324
2593,3,3,2,27,0,0,0,6,1025450
1432,5,5,2,1,1,1,0,9,1119255
3259,2,5,1,13,1,1,0,8,1124762
2035,1,4,3,32,1,1,1,6,825208
1616,3,2,3,35,1,1,0,2,711356
5929,4,5,3,5,0,0,1,7,1724838
899,4,4,2,37,0,0,0,3,584096
880,5,3,1,3,1,1,1,2,615167
5653,1,3,1,38,1,1,1,1,1255704
5591,4,3,1,29,1,1,0,3,1499889
3803,5,4,1,10,1,1,0,6,1293264
999,1,1,1,37,1,0,1,7,454924
1612,1,2,1,23,1,1,0,9,680518
591,1,3,3,34,0,0,0,7,520404
3168,3,3,1,13,1,1,1,4,1103715
2192,6,3,3,5,0,1,1,8,1171910
4688,6,1,2,10,1,0,0,7,1541381
2324,3,1,2,37,0,0,0,9,870994
5693,6,2,1,1,0,0,1,5,1620996
4909,3,4,2,24,0,0,0,1,1193358
5332,3,2,1,21,1,0,1,6,1370422
3502,2,3,2,38,1,1,0,3,1040852
5097,5,2,3,35,0,0,0,8,1608286
2323,1,3,2,35,1,0,0,1,619139
4232,2,1,3,9,0,1,0,6,1114641
2162,2,5,1,25,0,1,0,9,981795
4459,5,1,2,7,1,1,0,9,1472901
3360,1,2,2,39,0,1,1,6,959238
4833,1,4,1,25,1,1,0,8,1352660
2137,5,5,1,32,1,1,0,2,957530
2034,2,3,3,28,1,0,1,2,642967
5462,3,1,2,14,0,0,0,4,1407223
4104,1,2,3,0,0,1,1,4,1058183
3496,1,1,2,1,1,1,0,3,826604
1189,6,5,2,4,1,1,0,5,1039261
3350,6,5,3,13,1,0,0,5,1360796
797,5,2,1,23,1,0,1,8,846561
2483,4,4,2,10,1,0,0,8,1082461
4971,1,3,2,5,0,0,0,9,1362601
2212,4,1,3,15,0,1,0,7,947619
3315,4,2,1,24,1,1,0,8,1102838
4278,5,1,2,14,1,1,0,3,1334091
